,mean_abs_shap
logpow,3.054348263397738
relpow,1.4850100288227064
hjorth,0.47144269227292396
aperiodic,0.4686356739708583
spectral_entropy,0.11886001400453347
ratio,0.01845673893697667
plv,0.017880616288360265
asym,0.002920115291821855
engagement,0.0
